Lawinencode;TEZCode;meanExpo;meanSlope;stdDevSlope;MinSlope;MaxSlope;Altitude
70912102;70912102116;231.4177602460805;38.907;5.3401;25.0122;54.9859;2527.7368
70912102;70912102117;221.7937463714169;43.3119;3.3413;32.685;54.1934;2752.9946
70912102;70912102118;212.5686364478769;43.7218;3.8952;33.4457;53.8295;2650.2776
70912102;70912102119;220.0636151264042;41.658;4.0822;30.2096;56.6659;2643.1597
70912102;70912102120;178.1458802621766;44.2863;4.8866;33.8631;59.6664;2659.3076
70912102;70912102121;223.7464913438745;44.1483;5.0357;33.6282;58.8454;2781.4805
70912102;70912102122;235.6505801770265;42.0143;4.1953;33.4753;52.2841;2685.5037
70912102;70912102123;238.4605224733376;47.2738;3.389;39.0776;59.3624;2729.8369
70912102;70912102124;247.5117881037898;47.0238;4.6106;37.166;60.2095;2778.052
70912102;70912102125;253.5451954825857;44.9682;3.4131;32.4846;53.5065;2769.541
70912102;70912102126;266.7442943136916;42.5611;3.6142;35.1296;48.4062;2729.793
70912102;70912102127;240.3023426509354;46.0131;5.2074;32.0046;57.5982;2713.7588
70912102;70912102128;243.7903771390336;47.6478;4.5146;38.0127;57.6671;2773.3503
70912102;70912102129;261.3693132975355;44.8673;5.0339;31.724;57.7009;2722.7842
70912102;70912102130;255.6228703329534;45.6786;4.7737;36.6879;68.6405;2787.2156
70912102;70912102131;263.1155186759249;39.8915;5.0491;27.626;52.8826;2673.1216
70912102;70912102132;267.9773726240544;37.0331;5.7598;25.4284;55.3611;2686.0657
70912102;70912102133;262.0840489518745;36.3503;5.6008;25.1733;66.4045;2578.4338
70912102;70912102134;274.4607665232335;36.8923;2.8529;30.0161;42.0507;2579.4519
70912102;70912102135;286.1282031123305;35.8494;5.4749;22.4102;53.9279;2625.6897
70912102;70912102136;301.0383537166341;37.6627;6.872;0;51.2633;2871.7053
70912102;70912102137;268.4803118995264;43.0441;4.9554;32.281;64.47369999999999;2972.2568
70912102;70912102138;285.6849912024123;42.9212;3.9775;31.8389;54.1294;2949.3162
70912102;70912102139;287.4362503933119;39.3009;7.4048;27.7059;60.59;2974.4287
70912102;70912102140;279.4400784887138;37.1498;5.8823;23.2796;62.9736;2662.4878
70912102;70912102141;299.5299851445746;32.2277;3.7111;18.197;53.832;2756.6465
70912102;70912102142;301.4625663872022;32.239;2.9356;25.4349;40.5879;2471.925
70903028;70903028143;181.7089350318451;37.5073;7.4729;23.9609;67.31010000000001;2664.5901
70903028;70903028144;218.7775586747932;37.8008;7.2334;26.1811;61.9389;2682.6946
70903028;70903028145;222.0290976241641;38.3468;6.4188;28.5247;55.2906;2621.0999
70903028;70903028146;212.2438399776711;37.0572;4.7456;27.1965;55.5986;2609.8088
70903028;70903028147;179.8752375084957;34.5279;4.1925;21.0899;45.441;2509.1775
70903080;70903080148;187.0366199329867;38.2657;5.4648;29.7296;61.7526;1929.7416
70903080;70903080149;191.6519177045566;39.8553;4.644;20.7915;53.9087;1998.0894
70903026;70903026150;189.5927925130908;35.9366;6.7215;20.1794;72.2424;2631.6919
70903026;70903026151;203.4032661594962;36.3713;5.0601;26.371;63.2236;2468.5518
70903026;70903026152;188.0776787128;33.9785;4.1459;24.3309;58.3193;2467.3298
70903026;70903026153;193.5666635288914;44.8478;7.9235;20.9194;67.5607;2535.6763
70903026;70903026154;231.2842625219669;38.7185;5.6431;25.0976;56.8616;2354.0007
70903026;70903026155;249.4234781080054;36.2581;3.6144;28.2262;45.5654;2336.7971
70903026;70903026156;180.8859169454494;32.4592;3.0633;26.6625;40.7547;2411.0425
70903026;70903026157;250.4906577911081;35.7663;4.725000000000001;25.5532;51.7859;2255.0647
70903024;70903024158;168.8994299784947;41.8504;5.6023;33.2213;62.7035;2238.5549
70903024;70903024159;159.4344561433164;36.5307;2.901;27.7833;53.1827;1973.5266
70903024;70903024160;168.1791719848489;40.7476;4.9446;30.3322;53.1624;2082.7012
70903022;70903022161;102.319114313932;41.099;6.1886;17.3601;58.8162;2587.4915
70903022;70903022162;135.3971701274805;35.4254;5.6788;26.3565;58.1617;2507.9365
70903022;70903022163;168.5633148767796;41.4011;7.6404;28.4909;65.70910000000001;2781.7439
70903022;70903022164;220.2682807895863;38.3653;5.7491;24.7115;61.2712;2727.9951
70903022;70903022165;174.65355633917;34.8741;5.0618;21.4402;52.6947;2855.6802
70903022;70903022166;260.5243096682055;38.2548;6.3512;21.6099;67.2989;2784.8315
70903022;70903022167;206.3925140257678;34.027;3.0458;27.541;49.8582;2735.759
70903022;70903022168;190.5380263375051;40.1495;4.6823;30.207;67.309;2803.6035
70903022;70903022169;191.6400182950628;44.6167;6.7961;19.9902;59.4479;2840.1716
70903022;70903022170;235.8144389268919;46.8631;4.2899;30.3706;57.3408;2822.7017
70903022;70903022171;235.2176157487863;36.8183;7.2174;27.7835;66.0376;2693.7502
70903022;70903022172;261.4894933199787;39.9917;5.8083;24.7087;57.5032;2555.7898
70903022;70903022173;257.5065534619398;39.0996;7.0165;26.6259;67.1889;2507.1367
70903022;70903022174;129.0472336075439;35.8135;2.8195;28.968;44.2479;2270.9487
70903022;70903022175;115.6865429054641;33.7278;4.0641;24.669;60.2723;2268.0437
70903022;70903022176;116.7722214543831;36.2934;4.4179;28.4633;47.3488;2196.9546
70903022;70903022177;286.7752128331191;36.2284;7.1168;26.9977;65.6966;2424.6951
70903020;70903020178;213.4569421160998;42.0791;6.466;11.0293;73.9288;2342.4558
70903020;70903020179;211.978504814662;37.1755;5.005;27.0254;60.596;2143.3618
70903020;70903020180;205.3978062018571;40.79;3.956;26.1863;54.1253;2268.585
70903020;70903020181;219.5315917502334;38.0777;5.7986;25.8909;55.3271;2117.7737
70903020;70903020182;227.6978490970957;41.4274;4.3792;29.3984;57.4468;2298.1265
70903020;70903020183;226.3783949789912;39.4916;3.3188;22.4581;51.4;2097.0876
70903020;70903020184;226.6555838879597;32.409;2.728;25.7206;44.5403;2184.989
70903020;70903020185;204.2089262956226;37.4165;3.8735;28.4324;50.8784;2128.1318
70903020;70903020186;207.830112526058;38.1255;4.5045;25.8899;50.3435;2291.2112
70903020;70903020187;221.2806485412519;38.1142;4.3563;18.3018;51.7623;2405.7537
70903077;70903077188;211.8390267795997;41.8737;5.0899;33.0153;53.1632;2016.426
70903075;70903075189;151.9552631647548;37.5858;6.9196;26.9058;61.5925;2056.4175
70903076;70903076190;176.9956510770949;42.9598;5.2711;28.0465;56.9248;2065.1733
70903076;70903076191;183.543365980274;35.1523;3.1549;27.1671;43.451;2133.189
70903075;70903075192;147.2312198032524;31.2585;2.1342;23.1518;33.8133;2208.2424
70903016;70903016193;114.4649445689513;35.8515;4.6135;22.5805;63.2374;2324.8452
70903016;70903016194;148.1273680225736;33.3038;4.241;19.7622;41.406;2331.6897
70903016;70903016195;113.7715901646777;36.1725;6.3086;27.7298;64.8002;2426.1301
70903016;70903016196;157.0509647879523;35.5025;5.4102;25.6907;67.9218;2663.3953
70903016;70903016197;156.8598761596235;36.6477;5.2892;29.0889;57.8189;2787.9985
70903016;70903016198;199.4049373653888;40.5777;8.428900000000001;28.6098;65.60550000000001;2791.9331
70903016;70903016199;182.3083848149894;40.5686;6.8919;9.2438;61.2039;2932.7578
70903016;70903016200;158.7838326347282;44.4603;7.6017;30.6402;67.6549;2936.4607
70903016;70903016201;173.2817116563353;42.8254;5.6367;28.862;67.5831;2797.488
70903016;70903016202;166.0236893339731;39.3192;8.1043;22.8445;64.5248;2824.3518
70903016;70903016203;146.1323791997755;43.4401;8.606999999999999;25.1208;71.0292;2726.8521
70903016;70903016204;223.6565530843604;37.9097;6.3599;10.8727;55.5203;2636.0034
70903016;70903016205;179.7671886743953;38.3629;7.6878;25.3688;64.0294;2679.3337
70903016;70903016206;175.7428819503204;37.7581;7.4781;17.4232;55.2709;2679.5693
70903016;70903016207;236.1322096535933;33.8085;3.848;26.0388;43.3045;2835.7778
70903016;70903016208;223.7150293947368;33.0903;3.5962;22.5594;43.9752;2810.8906
70903016;70903016209;220.6103413129476;33.6576;4.445;23.2158;45.5058;2810.0691
70903016;70903016210;279.4183108639021;36.4578;5.6665;25.1125;56.6632;2552.4871
70903016;70903016211;243.5322206319181;39.3432;4.6848;26.614;50.0896;3157.2251
70903016;70903016212;202.4113279998624;37.7764;7.484;19.8975;59.9872;3150.96
70903016;70903016213;233.6742667697683;39.2782;5.3827;26.3705;46.674;3100.7253
70903016;70903016214;246.9567715315357;38.3649;5.3884;29.8902;58.3737;2968.4456
70903016;70903016215;162.0579825203085;36.1656;4.1874;26.1485;49.8141;2860.8562
70903074;70903074216;204.0556344325578;41.6323;3.6363;33.3079;50.7914;2343.8176
70903074;70903074217;211.540486065444;39.9131;3.9463;28.3929;50.6825;2088.1045
70903074;70903074218;213.4955430635549;36.1341;4.1076;24.4302;49.5159;2192.8645
70903073;70903073219;212.905844813668;40.7379;5.0741;28.1037;52.906;2193.3401
70903073;70903073220;238.7796045629015;42.9393;2.7512;37.9723;49.0599;2081.8188
70903073;70903073221;184.4410115417375;46.4073;3.1174;38.9555;57.2912;2053.3325
70903014;70903014222;190.3246619903156;39.8245;4.8271;17.9071;60.1187;2435.8645
70903014;70903014223;194.4482048464196;35.5395;4.4611;13.6762;50.3789;2311.9585
70903014;70903014224;211.9094529350957;36.5952;5.0585;24.3925;55.0759;2181.2327
70903072;70903072225;205.8377773242327;38.7061;6.6639;21.7597;56.8452;2175.4194
70903012;70903012226;185.0029968279437;36.1326;6.5987;23.6041;59.8422;2378.1965
70903012;70903012227;149.5316682003507;36.6354;4.2196;25.3511;51.3833;2343.2444
70903012;70903012228;154.0737739182939;37.253;5.836;21.1586;53.9712;2191.1628
70903012;70903012229;117.3590895565996;41.3442;6.8369;26.3474;66.1356;2248.2737
70903012;70903012230;128.8792478585357;39.2498;7.4065;29.3244;69.8767;2137.4099
70903012;70903012231;154.2817376385138;39.2082;5.9276;26.759;61.6519;2540.9116
70903012;70903012232;158.1287881403843;44.5841;9.8652;20.0295;63.6304;2658.1025
70903012;70903012233;187.656484235074;35.419;6.7708;18.9691;64.503;2801.8367
70903012;70903012234;189.0614778961971;37.9514;5.5798;24.2409;57.6803;2800.9404
70903012;70903012235;216.8569886979305;32.6304;6.3985;21.0135;54.2045;2972.0728
70903012;70903012236;274.6536956172157;38.0125;4.963;24.2696;55.6997;2833.1631
70903012;70903012237;274.3424114424919;38.5227;4.8299;20.2978;56.3874;2948.5635
70903012;70903012238;260.0021172299858;45.7162;6.4858;30.6218;63.3953;2803.7129
70903012;70903012239;236.5216675763568;41.993;6.5156;27.5139;65.41840000000001;2939.8066
70903012;70903012240;288.7488445711773;40.3127;6.463;27.4217;62.8526;2776.8921
70903012;70903012241;276.3574991309809;39.2433;7.7216;23.0403;71.3882;2795.0627
70903012;70903012242;248.0527612727262;36.0421;5.6972;24.9709;66.49850000000001;2806.1296
70903012;70903012243;294.911547234538;40.4248;7.4497;13.2173;57.7876;2785.0652
70903012;70903012244;261.6966766608604;40.0423;6.8214;26.5222;64.1374;2861.718
70903012;70903012245;294.8441795643716;38.909;8.2218;23.7972;62.7812;2662.4961
70903010;70903010246;260.5087568570001;32.1979;10.8613;9.5002;60.5364;2266.5435
70903010;70903010247;268.3144433824808;38.1315;6.9909;16.5739;54.7559;2258.0259
70903010;70903010248;203.8673109889008;32.4188;9.897;10.7226;49.2996;2315.614
70903008;70903008249;260.7951637494667;31.7656;2.787;19.8472;37.2052;2358.4795
70903008;70903008250;236.5515690586148;36.3646;3.5681;30.8586;57.2697;2235.8943
70903008;70903008251;196.5918617888998;35.9153;4.4606;25.1196;50.1653;2232.4023
70903006;70903006252;277.9567052262636;40.6959;5.2722;27.3869;54.3161;2310.9089
70903006;70903006253;221.4959588344537;43.6035;6.2102;31.4885;61.5511;2344.0378
70903004;70903004254;249.2416757284536;38.8799;4.0117;28.3167;53.4698;2282.4624
70903004;70903004255;235.6237012668104;36.0883;2.288;31.2658;40.5993;2366.3496
70903004;70903004256;204.939160140353;41.8183;3.607;33.4224;51.242;2282.9841
70903004;70903004257;208.5410503863656;34.3333;1.9505;30.3384;38.6663;2362.3984
70903002;70903002258;217.3701073725211;38.9902;8.0595;23.2877;57.5647;2779.6514
70903002;70903002259;182.763209640769;41.8047;6.3217;19.2702;64.1023;2770.238
70903002;70903002260;271.2899395398072;34.8899;4.5203;27.9363;48.1006;2798.4763
70903002;70903002261;212.8607310773664;38.3484;6.3356;22.0173;63.0524;2776.0706
70903002;70903002262;235.8321672428714;38.2698;6.3237;23.7214;60.9107;2765.3655
70903002;70903002263;232.0751826400642;42.4591;7.1723;25.657;68.8939;2764.1245
70903002;70903002264;296.8191618337979;44.0857;5.6113;31.2217;59.3037;2937.3201
70903002;70903002265;244.5583060443446;47.0868;7.2818;9.864100000000001;68.7329;2928.2197
70903002;70903002266;276.4227445987756;45.1845;6.614;34.7118;69.2598;2966.7639
70903002;70903002267;201.275171429764;46.7317;5.9161;33.0596;62.6326;2981.1213
70903002;70903002268;288.9244796986945;34.363;4.2977;17.9069;61.0937;2793.6484
70903002;70903002269;296.3145269910448;38.622;5.3094;19.6005;64.06910000000001;2797.7102
70903002;70903002270;242.1588976567235;35.8002;5.9308;15.6619;59.32;2799.033
70903002;70903002271;260.7160044695411;37.4097;4.2172;27.3511;59.0777;2927.467
70903001;70903001272;17.09520803810452;41.9316;5.0952;17.907;62.2906;2691.594
70903001;70903001273;13.98733543071177;34.1903;5.4478;27.8425;62.1388;2629.2781
70903001;70903001274;22.32717504122195;43.9925;6.1361;19.0773;59.7095;2858.3872
70903001;70903001275;20.18142646186061;39.1249;6.8722;22.5528;70.0384;2724.6577
70903003;70903003276;17.17632260380881;35.4988;6.8471;28.2136;68.9212;2751.5981
70903003;70903003277;354.5350190189916;39.5475;4.3266;26.1167;54.764;2865.9207
70903003;70903003278;38.11044299322234;44.175;7.9353;24.2991;61.6249;2823.5166
70903003;70903003279;352.9604578851717;40.3682;6.122;24.2107;59.1009;2888.9797
70903003;70903003280;93.86114913970962;33.1702;6.4267;15.4995;56.2384;2518.6602
70903003;70903003281;78.05644946064274;35.2479;5.5183;19.1451;57.2108;2619.3169
70903005;70903005282;11.62036265875494;37.2136;5.287500000000001;21.8768;54.7552;2574.106
70903005;70903005283;31.60711339165925;41.0488;4.2432;31.5752;58.2787;2719.1978
70903005;70903005284;42.67478010378895;34.7978;3.9551;25.4679;60.1392;2627.3979
70903005;70903005285;3.137971152758041;37.3046;8.833;21.7503;68.66759999999999;2649.0203
70903007;70903007286;58.31572519397592;36.4396;6.5567;25.3248;64.8754;2627.9695
70903007;70903007287;66.92886422595676;37.1282;9.1784;23.4229;73.4385;2574.303
70903007;70903007288;33.87365950541289;40.8791;6.1281;32.2919;60.3342;2694.843
70903007;70903007289;4.959812265470759;37.3029;5.9014;25.9095;54.9277;2730.9558
70903007;70903007290;308.1368408435214;41.1945;5.2287;28.534;53.6569;2684.7632
70903007;70903007291;9.901201594240092;37.8453;4.2665;20.7266;54.1748;2575.2432
70903007;70903007292;38.74330833807937;35.3705;2.9383;25.722;47.6419;2471.9487
70903009;70903009293;349.4948560101883;37.2161;5.3422;25.4747;59.6926;2578.6353
70903009;70903009294;348.6923952979584;34.5819;4.291;25.2588;52.6836;2491.9797
70903009;70903009295;353.7661386293328;41.0638;5.1425;29.4013;61.6149;2716.8997
70903009;70903009296;335.990928091194;41.5177;5.3628;24.2899;55.5307;2682.8389
70903009;70903009297;7.884330624823775;34.1581;2.8557;25.0129;41.7367;2481.7791
70903009;70903009298;30.83037711708405;35.6493;6.9113;25.0334;63.6242;2458.9063
70903009;70903009299;26.42536127591956;36.0861;5.7348;20.261;59.832;2457.2822
70903009;70903009300;52.52083581711126;35.542;4.9492;28.4215;61.2255;2383.4009
70903011;70903011301;22.06219138243898;47.5401;3.7941;28.4092;64.0736;2481.28
70903013;70903013302;4.239016511586016;37.5924;6.3975;24.7307;54.2842;1942.9478
70903015;70903015303;326.4644592754519;40.2026;4.0567;32.3264;52.0912;2146.1423
70903214;70903214304;306.3341284985391;47.7511;5.8902;32.0729;64.3413;2145.8306
70903212;70903212305;301.144124564466;43.7256;3.9441;36.2493;55.9676;2182.9912
70903212;70903212306;283.0754361540914;47.8968;3.4935;39.2866;55.1043;2114.3972
70903212;70903212307;279.145438696899;46.2715;4.3875;36.4304;67.1755;2172.2156
70903210;70903210308;204.6152303304257;40.2852;4.7249;31.6041;58.5186;2288.0811
70903210;70903210309;218.4120794757147;44.5156;5.0488;23.0838;66.2825;2450.0576
70903210;70903210310;283.210305628098;44.1687;4.363;31.5864;63.7242;2503.5295
70903210;70903210311;285.4511040985775;44.4614;3.907;34.5173;52.2326;2226.0813
70903210;70903210312;282.2385138333659;39.4187;5.0788;30.0721;53.9775;2337.4919
70903208;70903208313;262.6078084736549;43.7281;5.5162;18.1917;62.7858;2441.2966
70903208;70903208314;283.0927526966058;43.0394;3.9965;31.1067;54.2605;2491.4375
70903208;70903208315;276.6050309003262;43.9005;4.807;17.5542;61.7012;2627.802
70903206;70903206316;239.5212990615036;44.3358;4.5183;27.6848;62.1568;2670.4404
70903206;70903206317;276.8561587437136;44.2692;6.5786;29.3324;65.4372;2461.2319
70903206;70903206318;240.672072110888;43.7598;4.6265;25.8351;63.0211;2471.5435
70903206;70903206319;285.895115489864;38.536;4.2639;30.2277;60.7176;2566.8545
70903206;70903206320;258.3463443830593;40.2048;2.5195;30.3834;48.9007;2665.4824
70903206;70903206321;241.6089248312642;39.1527;3.8234;26.6134;55.6718;2567.0881
70903206;70903206322;228.3436656441554;40.6096;3.1622;31.3652;51.1983;2709.9456
70903204;70903204323;245.2442562853823;36.6891;6.5296;27.562;58.9497;2622.769
70903204;70903204324;203.6655075224776;37.0663;5.982;25.9384;63.8286;2644.2576
70903204;70903204325;207.644748447113;35.9696;4.0866;28.076;52.3294;2562.4624
70903204;70903204326;258.64998533782;33.6438;2.8724;22.5709;38.3985;2364.208
70903204;70903204327;248.464800346052;33.6245;2.4373;24.4415;39.943;2367.2744
70903204;70903204328;238.6758721518763;33.1671;2.8655;24.7922;38.5719;2426.7566
70903204;70903204329;206.2331459569738;34.3146;2.5449;25.917;38.669;2361.8618
70903204;70903204330;213.0811761863611;34.2416;2.0097;28.2619;38.7595;2426.9121
70903202;70903202331;285.5391135682632;40.1299;4.973;16.0741;51.6173;2242.4507
70903202;70903202332;300.1958449300342;44.9498;4.3804;32.8944;60.9539;2150.5115
70903202;70903202333;270.7396441431479;39.2395;3.1925;27.8322;45.7846;2166.8062
70903202;70903202334;205.3510000372046;44.3999;6.7015;32.4232;69.8313;2240.7278
70903203;70903203335;65.44734205542527;39.8037;6.264;20.0203;57.2314;2252.6162
70903203;70903203336;45.7281008071395;45.1597;3.7057;31.111;55.8158;2183.2561
70903201;70903201337;91.6625025795839;34.902;5.9071;15.379;54.1439;2569.9565
70903201;70903201338;18.46090975431852;39.19;6.5039;26.2507;52.5022;2650.3013
70903201;70903201339;106.1953665114071;38.5322;8.8613;18.5184;67.54689999999999;2700.0664
70903201;70903201340;46.85857822185409;39.2412;7.8926;23.4249;64.7038;2733.5298
70903201;70903201341;45.32789395371762;33.0266;4.873;16.3581;52.5995;2680.1135
70903201;70903201342;18.17810348646051;36.7287;6.1834;28.2733;62.6112;2861.7764
70903201;70903201343;2.791670104979318;42.9524;5.1895;29.3963;58.549;2820.156
70903201;70903201344;22.16127943430604;34.5187;4.6259;28.9366;56.2063;2720.3354
70903201;70903201345;33.39398861928811;34.2356;2.3462;27.0541;39.9852;2689.3452
70903201;70903201346;107.0813650606762;35.0228;6.0011;1.658;62.0927;2524.4731
70903201;70903201347;55.29757285597964;32.2402;3.3718;27.4124;58.0134;2697.627
70903201;70903201348;100.4964053128815;37.6899;6.305;18.8744;63.1469;2619.1438
70903201;70903201349;54.3535775759056;33.1058;4.0576;12.2706;42.5824;2401.9761
70903205;70903205350;16.5980487616238;36.048;6.2835;23.1643;52.4783;2874.0398
70903205;70903205351;44.45773260541822;35.2201;4.1451;26.9271;48.0102;2791.2888
70903205;70903205352;61.36035668357263;35.2519;3.4305;27.2985;51.4264;2722.4297
70903205;70903205353;20.48781029465178;34.7828;4.9237;25.5887;50.1131;2651.3301
70903205;70903205354;8.997239638306212;33.6026;1.9693;26.9673;37.4649;2715.7336
70903205;70903205355;358.7909099941108;35.6112;3.9689;24.542;51.2295;2674.8643
70903205;70903205356;125.404412988138;47.7758;11.0375;29.3038;72.79259999999999;2599.605
70903205;70903205357;77.41477105894985;37.0473;8.644500000000001;23.4058;71.9915;2601.8572
70903205;70903205358;88.16941953573838;42.405;4.8098;31.6765;60.1659;2742.7825
70903205;70903205359;44.00291748194269;40.6029;6.2195;29.7068;72.78489999999999;2680.2673
70903205;70903205360;95.23283161395133;35.2202;4.3303;20.8323;58.3359;2474.3052
70903205;70903205361;120.8248373507486;35.9607;4.6454;23.0263;52.635;2408.6082
70903205;70903205362;98.65850464930868;35.7755;2.987;28.2627;49.7764;2296.6023
70903205;70903205363;33.30029449389642;36.7186;7.2959;14.5896;59.7609;2448.6008
70903207;70903207364;42.28676806236703;36.6823;5.1455;28.0693;51.7668;2757.5593
70903207;70903207365;33.3869641653564;41.2442;7.2236;26.8935;65.23009999999999;2547.6094
70903207;70903207366;102.1923216131224;39.6093;5.4688;26.2959;56.0515;2553.748
70903207;70903207367;88.82373605704689;34.3777;4.4286;22.3139;60.0821;2679.9531
70903207;70903207368;36.70330474390681;38.6098;6.6157;23.0138;57.4963;2647.5891
70903207;70903207369;88.68602518417404;38.2984;4.6899;29.5992;51.3186;2742.5923
70903211;70903211370;348.6114627393454;38.9855;8.672499999999999;22.3813;62.6136;2545.1216
70903211;70903211371;19.38988536219668;43.4678;5.1789;26.2816;67.0881;2618.9622
70903211;70903211372;73.21806981415659;38.9387;6.1384;28.6562;59.2336;2511.4138
70903211;70903211373;29.73253479053915;34.0864;3.8532;27.0062;54.379;2565.5256
