Datum,Intervall,Lawinengrad,Schneehöhe,Schneehöhe_Norm,Niederschlag,Lufttemperatur_7h,Lufttemperatur_7h_Norm,Lufttemperatur_7h_Gew,Lufttemperatur_14h,Lufttemperatur_14h_Norm,Lufttemperatur_14h_Gew,Lufttemperatur_19h,Lufttemperatur_19h_Norm,Lufttemperatur_19h_Gew,Schneetemperatur,Schneetemperatur_Norm,Schneetemperatur_Gew,Windrichtung,Windrichtung_Norm,Windrichtung_Gew,Windstärke,Windstärke_Norm,Windstärke_Gew,Einsinktiefe,Einsinktiefe_Norm,Einsinktiefe_Gew,Wetter_akt,Wetter_gestern,Wolken,Wolken_Norm,Neuschnee_x,Neuschnee_Norm,Neuschnee_Gew,Lawinenabgänge,Distanz,ZEIT,Lawinen_Art,Volumen,ID,meanExpo,meanSlope,stdDevSlope,MinSlope,MaxSlope,Altitude,Avalanche
1960-01-10 00:00:00, 1959/ 1960,44.0,130.0,141.2563667232598,0.0,-20.2,-161.6,-40.0,-19.5,-156.0,-50.0,-21.0,-168.0,-64.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811919605,0.0,0.0,2.545584412252084,40.0,400.0,200.0,1.0,1.0,2.0,20.0,12.0,120.0,223.0,0.0,289.1255600082104,,,,,62.0049110699424,41.47410000000001,8.8765,1.4180933333333334,65.95022,2223.0630533333333,0
1960-01-11 00:00:00, 1959/ 1960,44.0,123.0,132.9280648429585,0.0,-14.0,-112.0,-80.8,-10.0,-80.0,-78.0,-16.0,-128.0,-84.0,0.0,0.0,0.0,135.0,-2.121320343575881,0.0,3.0,7.636753236756254,0.0,36.0,360.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,187.0,0.0,207.9479709318569,,,,,281.0768689746891,43.65695,4.415100000000001,32.17595,52.052099999999996,1944.9621499999998,0
1960-01-12 00:00:00, 1959/ 1960,44.0,120.0,130.879345603272,4.3,-16.0,-128.0,-56.0,-14.5,-116.0,-40.0,-19.0,-152.0,-64.0,0.0,0.0,0.0,135.0,-2.121320343575881,-2.121320343575881,3.0,7.636753236756254,7.636753236756254,34.0,340.0,180.0,3.0,2.0,7.0,70.0,0.0,0.0,50.0,0.0,215.1320059195806,,,,,275.52175426542595,42.58717894736842,7.489589473684211,3.4162157894736835,71.13368421052631,2555.3687789473684,0
1960-01-13 00:00:00, 1959/ 1960,44.0,120.0,131.2562181021063,18.0,-21.0,-168.0,-64.0,-19.5,-156.0,-58.0,-22.0,-176.0,-76.0,0.0,0.0,0.0,360.0,3.0,-2.121320343575881,3.0,2.2047698939979548e-10,7.636753236756254,30.0,300.0,170.0,78.0,7.0,8.0,80.0,6.0,60.0,12.0,0.0,237.4765144344709,,,,,298.1447446617573,41.6731125,7.1471,0.0,65.40911249999999,2735.1634,0
1960-01-14 00:00:00, 1959/ 1960,44.0,115.0,126.3736263736264,0.0,-24.0,-192.0,-84.0,-19.0,-152.0,-78.0,-14.0,-112.0,-88.0,0.0,0.0,0.0,360.0,1.0,3.0,1.0,7.349232979993181e-11,2.2047698939979548e-10,28.0,280.0,150.0,3.0,2.0,2.0,20.0,2.0,20.0,60.0,3.0,196.1304139948027,1899-12-30 00:00:00,Schneebrettlawine trocken,500,11.0,83.42809660216442,39.152621276595745,7.412259574468084,7.983723404255319,62.52731063829788,2637.0868510638297,1
1960-01-14 00:00:00, 1959/ 1960,44.0,115.0,126.3736263736264,0.0,-24.0,-192.0,-84.0,-19.0,-152.0,-78.0,-14.0,-112.0,-88.0,0.0,0.0,0.0,360.0,1.0,3.0,1.0,7.349232979993181e-11,2.2047698939979548e-10,28.0,280.0,150.0,3.0,2.0,2.0,20.0,2.0,20.0,60.0,3.0,196.1304139948027,1899-12-30 00:00:00,Staublawine,500,19.0,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,1
1960-01-14 00:00:00, 1959/ 1960,44.0,115.0,126.3736263736264,0.0,-24.0,-192.0,-84.0,-19.0,-152.0,-78.0,-14.0,-112.0,-88.0,0.0,0.0,0.0,360.0,1.0,3.0,1.0,7.349232979993181e-11,2.2047698939979548e-10,28.0,280.0,150.0,3.0,2.0,2.0,20.0,2.0,20.0,60.0,3.0,196.1304139948027,1899-12-30 00:00:00,Staublawine,120,10.0,267.16920015661407,43.175287499999996,6.860250000000001,11.51305,65.9765,2978.152008333334,1
1960-01-15 00:00:00, 1959/ 1960,44.0,130.0,144.2501622028707,0.0,-7.0,-56.0,-96.0,-8.0,-64.0,-76.0,-8.0,-64.0,-56.0,0.0,0.0,0.0,135.0,-9.899494936687448,1.0,14.0,35.63818177152918,7.349232979993181e-11,5.0,50.0,140.0,37.0,3.0,4.0,40.0,0.0,0.0,38.0,1.0,66.30868856745708,1899-12-30 00:00:00,Schneebrettlawine trocken,700,10.0,267.16920015661407,43.175287499999996,6.860250000000001,11.51305,65.9765,2978.152008333334,1
1960-01-16 00:00:00, 1959/ 1960,44.0,100.0,111.373606396029,0.0,-9.0,-72.0,-28.0,-7.0,-56.0,-32.0,-11.0,-88.0,-32.0,0.0,0.0,0.0,180.0,-1.0,-9.899494936687448,1.0,-3.6746164899965906e-11,35.63818177152918,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,58.56010909501374,,,,,232.7191915605427,37.897099999999995,6.44835,12.26605,59.39425,2155.53295,0
1960-01-17 00:00:00, 1959/ 1960,44.0,100.0,108.8749551968163,0.0,-11.0,-88.0,-36.0,-12.8,-102.4,-28.0,-14.0,-112.0,-44.0,0.0,0.0,0.0,135.0,-0.7071067811919605,-1.0,1.0,2.545584412252084,-3.6746164899965906e-11,2.0,20.0,0.0,3.0,2.0,2.0,20.0,0.0,0.0,2.0,1.0,79.85670239013406,1899-12-30 16:00:00,Staublawine,,37.0,100.90372187786215,46.2365,9.0208625,13.071087499999999,66.32780000000001,1472.435275,1
1960-01-18 00:00:00, 1959/ 1960,33.0,110.0,116.7953693757084,0.0,-14.0,-112.0,-44.0,-11.0,-88.0,-51.2,-10.0,-80.0,-56.0,0.0,0.0,0.0,135.0,-0.7071067811919605,-0.7071067811919605,1.0,2.545584412252084,2.545584412252084,0.0,0.0,10.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,2.0,78.20006218854238,1899-12-30 11:30:00,Staublawine,60 000,2.0,264.47193195002416,43.07067142857143,8.680310714285714,9.192778571428573,69.46987857142857,2887.1474285714285,1
1960-01-19 00:00:00, 1959/ 1960,33.0,98.0,103.6870786847902,0.0,-12.0,-96.0,-56.0,-8.0,-64.0,-44.0,-10.0,-80.0,-40.0,0.0,0.0,0.0,180.0,-3.0,-0.7071067811919605,3.0,-1.1023849469989769e-10,2.545584412252084,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41401730856695,,,,,98.85156201158661,41.04085833333334,8.651008333333332,6.873766666666666,71.01370833333333,2637.5822666666663,0
1960-01-20 00:00:00, 1959/ 1960,33.0,98.0,102.895323189637,4.0,-2.0,-16.0,-48.0,-9.0,-72.0,-32.0,-10.0,-80.0,-40.0,0.0,0.0,0.0,360.0,3.0,-3.0,3.0,2.2047698939979548e-10,-1.1023849469989769e-10,0.0,0.0,0.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,0.0,65.79651858078662,,,,,297.4722060764574,45.02354,5.96672,37.16834,62.701240000000006,1940.334,0
1960-01-21 00:00:00, 1959/ 1960,33.0,108.0,112.4290199173114,20.0,-7.5,-60.0,-8.0,-4.5,-36.0,-36.0,-2.5,-20.0,-40.0,0.0,0.0,0.0,45.0,2.121320343554229,3.0,3.0,7.636753236834201,2.2047698939979548e-10,10.0,100.0,0.0,70.0,7.0,8.0,80.0,10.0,100.0,0.0,0.0,81.60585545285193,,,,,275.52175426542595,42.58717894736842,7.489589473684211,3.4162157894736835,71.13368421052631,2555.3687789473684,0
1960-01-22 00:00:00, 1959/ 1960,44.0,138.0,145.7280024904688,0.0,-1.5,-12.0,-30.0,-1.0,-8.0,-18.0,-2.3,-18.4,-10.0,0.0,0.0,0.0,360.0,1.0,2.121320343554229,1.0,7.349232979993181e-11,7.636753236834201,35.0,350.0,50.0,77.0,7.0,8.0,80.0,30.0,300.0,100.0,0.0,241.159129156252,,,,,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998,0
1960-01-23 00:00:00, 1959/ 1960,33.0,138.0,146.5722608745893,0.0,-2.5,-20.0,-6.0,1.2,9.6,-4.0,1.0,8.0,-9.2,0.0,0.0,0.0,225.0,-0.7071067811775259,1.0,1.0,-2.545584412304049,7.349232979993181e-11,30.0,300.0,175.0,1.0,1.0,0.0,0.0,0.0,0.0,330.0,1.0,140.2383427979521,1899-12-30 00:00:00,Grundlawine,2100,18.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,1
1960-01-24 00:00:00, 1959/ 1960,33.0,130.0,134.4827621586967,0.0,-2.7,-21.6,-10.0,4.0,32.0,4.8,3.0,24.0,4.0,0.0,0.0,0.0,270.0,1.531023590783769e-11,-0.7071067811775259,1.0,-3.6,-2.545584412304049,25.0,250.0,150.0,1.0,1.0,2.0,20.0,0.0,0.0,100.0,0.0,87.50745085564466,,,,,296.26865815593663,39.92075833333333,7.472499999999999,6.785733333333334,63.76664166666666,2443.633433333334,0
1960-01-25 00:00:00, 1959/ 1960,33.0,124.0,126.8443890366566,0.0,0.0,0.0,-10.8,5.5,44.0,16.0,2.0,16.0,12.0,0.0,0.0,0.0,180.0,-3.0,1.531023590783769e-11,3.0,-1.1023849469989769e-10,-3.6,25.0,250.0,125.0,3.0,2.0,3.0,30.0,0.0,0.0,30.0,1.0,99.7330870561243,1899-12-30 02:00:00,Staublawine,1000,25.0,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,1
1960-01-26 00:00:00, 1959/ 1960,44.0,118.0,119.338036949933,0.0,0.5,4.0,0.0,1.0,8.0,22.0,1.0,8.0,8.0,0.0,0.0,0.0,180.0,-3.0,-3.0,3.0,-1.1023849469989769e-10,-1.1023849469989769e-10,18.0,180.0,125.0,2.0,0.0,4.0,40.0,0.0,0.0,0.0,2.0,77.22649491449462,1899-12-30 00:00:00,Grundlawine,10000,19.0,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,1
1960-01-26 00:00:00, 1959/ 1960,44.0,118.0,119.338036949933,0.0,0.5,4.0,0.0,1.0,8.0,22.0,1.0,8.0,8.0,0.0,0.0,0.0,180.0,-3.0,-3.0,3.0,-1.1023849469989769e-10,-1.1023849469989769e-10,18.0,180.0,125.0,2.0,0.0,4.0,40.0,0.0,0.0,0.0,2.0,77.22649491449462,1899-12-30 02:15:00,Grundlawine,3 000,18.0,244.23490345925012,36.92165,4.456625000000001,13.363050000000001,52.8433,2423.3851250000002,1
1960-01-27 00:00:00, 1959/ 1960,44.0,116.0,110.6038756144033,0.0,2.5,20.0,2.0,3.5,28.0,4.0,3.0,24.0,4.0,0.0,0.0,0.0,135.0,-5.656854249535684,-3.0,8.0,20.36467529801667,-1.1023849469989769e-10,16.0,160.0,90.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,5.0,72.37874092786316,1899-12-30 00:00:00,Lockerschneelawine naß,600,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
1960-01-27 00:00:00, 1959/ 1960,44.0,116.0,110.6038756144033,0.0,2.5,20.0,2.0,3.5,28.0,4.0,3.0,24.0,4.0,0.0,0.0,0.0,135.0,-5.656854249535684,-3.0,8.0,20.36467529801667,-1.1023849469989769e-10,16.0,160.0,90.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,5.0,72.37874092786316,1899-12-30 00:00:00,Lockerschneelawine naß,600,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
1960-01-27 00:00:00, 1959/ 1960,44.0,116.0,110.6038756144033,0.0,2.5,20.0,2.0,3.5,28.0,4.0,3.0,24.0,4.0,0.0,0.0,0.0,135.0,-5.656854249535684,-3.0,8.0,20.36467529801667,-1.1023849469989769e-10,16.0,160.0,90.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,5.0,72.37874092786316,1899-12-30 00:00:00,Lockerschneelawine naß,2500,37.0,100.90372187786215,46.2365,9.0208625,13.071087499999999,66.32780000000001,1472.435275,1
1960-01-27 00:00:00, 1959/ 1960,44.0,116.0,110.6038756144033,0.0,2.5,20.0,2.0,3.5,28.0,4.0,3.0,24.0,4.0,0.0,0.0,0.0,135.0,-5.656854249535684,-3.0,8.0,20.36467529801667,-1.1023849469989769e-10,16.0,160.0,90.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,5.0,72.37874092786316,1899-12-30 00:00:00,Grundlawine,35000,27.0,74.58871205440819,40.891475,7.230925,0.0,61.39475,2286.1698499999998,1
1960-01-27 00:00:00, 1959/ 1960,44.0,116.0,110.6038756144033,0.0,2.5,20.0,2.0,3.5,28.0,4.0,3.0,24.0,4.0,0.0,0.0,0.0,135.0,-5.656854249535684,-3.0,8.0,20.36467529801667,-1.1023849469989769e-10,16.0,160.0,90.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,5.0,72.37874092786316,1899-12-30 00:00:00,Grundlawine,1000,33.0,62.0049110699424,41.47410000000001,8.8765,1.4180933333333334,65.95022,2223.0630533333333,1
1960-01-28 00:00:00, 1959/ 1960,44.0,114.0,104.0951849506457,0.0,2.5,20.0,10.0,2.0,16.0,14.0,1.0,8.0,12.0,0.0,0.0,0.0,135.0,-5.656854249535684,-5.656854249535684,8.0,20.36467529801667,20.36467529801667,14.0,140.0,80.0,3.0,2.0,6.0,60.0,0.0,0.0,0.0,1.0,66.05964750678359,1899-12-30 00:00:00,Schneebrettlawine naß,2000,19.0,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,1
1960-01-29 00:00:00, 1959/ 1960,33.0,112.0,101.8181818181818,13.1,-3.6,-28.8,10.0,-5.0,-40.0,8.0,-7.0,-56.0,4.0,0.0,0.0,0.0,360.0,1.0,-5.656854249535684,1.0,7.349232979993181e-11,20.36467529801667,12.0,120.0,70.0,45.0,4.0,9.0,90.0,0.0,0.0,0.0,0.0,68.8765703010094,,,,,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,0
1960-01-30 00:00:00, 1959/ 1960,33.0,130.0,117.8895293491956,0.0,-10.0,-80.0,-14.4,-3.0,-24.0,-20.0,-2.0,-16.0,-28.0,0.0,0.0,0.0,90.0,-5.103634013884153e-12,1.0,1.0,3.6,7.349232979993181e-11,22.0,220.0,60.0,1.0,1.0,0.0,0.0,20.0,200.0,0.0,0.0,136.9454440556556,,,,,102.33951732926613,36.353125,5.7966,14.436824999999999,53.0856,2179.063375,0
1960-01-31 00:00:00, 1959/ 1960,33.0,130.0,119.4320679717353,4.0,-4.5,-36.0,-40.0,-3.0,-24.0,-12.0,-3.5,-28.0,-8.0,0.0,0.0,0.0,135.0,-2.121320343575881,-5.103634013884153e-12,3.0,7.636753236756254,3.6,18.0,180.0,110.0,3.0,2.0,1.0,10.0,0.0,0.0,200.0,0.0,49.56803457580479,,,,,62.0049110699424,41.47410000000001,8.8765,1.4180933333333334,65.95022,2223.0630533333333,0
1960-02-01 00:00:00, 1959/ 1960,44.0,122.0,112.1448456050177,3.2,-5.8,-46.4,-18.0,-4.5,-36.0,-12.0,-4.0,-32.0,-14.0,0.0,0.0,0.0,360.0,3.0,-2.121320343575881,3.0,2.2047698939979548e-10,7.636753236756254,15.0,150.0,90.0,77.0,7.0,8.0,80.0,6.0,60.0,60.0,0.0,60.45406919318454,,,,,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,0
1960-02-02 00:00:00, 1959/ 1960,44.0,115.0,105.9168272171888,3.8,-6.5,-52.0,-23.2,-6.0,-48.0,-18.0,-6.8,-54.4,-16.0,0.0,0.0,0.0,360.0,3.0,3.0,3.0,2.2047698939979548e-10,2.2047698939979548e-10,7.0,70.0,75.0,78.0,7.0,8.0,80.0,5.0,50.0,80.0,0.0,41.23540264479198,,,,,296.26865815593663,39.92075833333333,7.472499999999999,6.785733333333334,63.76664166666666,2443.633433333334,0
1960-02-03 00:00:00, 1959/ 1960,44.0,122.0,112.2386412027293,0.3,-9.0,-72.0,-26.0,-5.5,-44.0,-24.0,-4.0,-32.0,-27.2,0.0,0.0,0.0,135.0,-2.121320343575881,3.0,3.0,7.636753236756254,2.2047698939979548e-10,15.0,150.0,35.0,1.0,1.0,2.0,20.0,8.0,80.0,68.0,1.0,62.40614131399369,1899-12-30 07:00:00,Staublawine,,15.0,98.85156201158661,41.04085833333334,8.651008333333332,6.873766666666666,71.01370833333333,2637.5822666666663,1
1960-02-04 00:00:00, 1959/ 1960,44.0,120.0,110.5219066614144,12.3,-3.0,-24.0,-36.0,-4.8,-38.4,-22.0,-5.0,-40.0,-16.0,0.0,0.0,0.0,135.0,-2.121320343575881,-2.121320343575881,3.0,7.636753236756254,7.636753236756254,14.0,140.0,75.0,78.0,7.0,8.0,80.0,1.0,10.0,101.0,0.0,47.22049377093391,,,,,86.72131216113675,43.193687499999996,9.617375,0.0,71.5918125,2461.5064375,0
1960-02-05 00:00:00, 1959/ 1960,44.0,150.0,134.5108690074802,9.2,-7.0,-56.0,-12.0,-7.0,-56.0,-19.2,-9.5,-76.0,-20.0,0.0,0.0,0.0,135.0,-0.7071067811919605,-2.121320343575881,1.0,2.545584412252084,7.636753236756254,58.0,580.0,70.0,71.0,7.0,8.0,80.0,30.0,300.0,39.0,0.0,475.7911375051973,,,,,313.3576608990387,41.10323333333333,5.3846,31.22615,54.98563333333333,2040.6385333333335,0
1960-02-06 00:00:00, 1959/ 1960,44.0,160.0,142.8571428571429,6.3,-9.0,-72.0,-28.0,-8.5,-68.0,-28.0,-9.7,-77.60000000000001,-38.0,0.0,0.0,0.0,90.0,-5.103634013884153e-12,-0.7071067811919605,1.0,3.6,2.545584412252084,65.0,650.0,290.0,71.0,7.0,8.0,80.0,25.0,250.0,311.0,0.0,585.8992419375281,,,,,271.6647666395917,41.9246,4.6595,33.076,54.9209,1980.7611,0
1960-02-07 00:00:00, 1959/ 1960,44.0,180.0,160.888412686809,1.2,-12.0,-96.0,-36.0,-14.5,-116.0,-34.0,-22.0,-176.0,-38.8,0.0,0.0,0.0,90.0,-5.103634013884153e-12,-5.103634013884153e-12,1.0,3.6,3.6,80.0,800.0,325.0,71.0,7.0,8.0,80.0,20.0,200.0,341.0,0.0,846.6703728672043,,,,,232.7191915605427,37.897099999999995,6.44835,12.26605,59.39425,2155.53295,0
1960-02-08 00:00:00, 1959/ 1960,44.0,140.0,123.1015195357235,0.0,-13.0,-104.0,-48.0,-8.0,-64.0,-58.0,-12.0,-96.0,-88.0,0.0,0.0,0.0,135.0,-2.121320343575881,-5.103634013884153e-12,3.0,7.636753236756254,3.6,40.0,400.0,400.0,2.0,0.0,0.0,0.0,3.0,30.0,305.0,1.0,326.3735699780713,1899-12-30 15:00:00,Staublawine,,2.0,264.47193195002416,43.07067142857143,8.680310714285714,9.192778571428573,69.46987857142857,2887.1474285714285,1
1960-02-09 00:00:00, 1959/ 1960,44.0,110.0,95.77836160963012,0.0,-6.0,-48.0,-52.0,-5.0,-40.0,-32.0,-6.0,-48.0,-48.0,0.0,0.0,0.0,135.0,-2.121320343575881,-2.121320343575881,3.0,7.636753236756254,7.636753236756254,10.0,100.0,200.0,2.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,47.34168725852546,,,,,143.25253483590674,44.76603333333333,8.8735,0.0,72.04520000000001,2201.1883333333335,0
1960-02-10 00:00:00, 1959/ 1960,44.0,109.0,94.28571164592384,0.0,-5.0,-40.0,-24.0,-5.0,-40.0,-20.0,-5.0,-40.0,-24.0,0.0,0.0,0.0,180.0,-3.0,-2.121320343575881,3.0,-1.1023849469989769e-10,7.636753236756254,9.0,90.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,45.21404725873721,,,,,100.90372187786215,46.2365,9.0208625,13.071087499999999,66.32780000000001,1472.435275,0
1960-02-11 00:00:00, 1959/ 1960,44.0,108.0,92.40342527345476,0.0,-7.0,-56.0,-20.0,-3.0,-24.0,-20.0,-3.0,-24.0,-20.0,0.0,0.0,0.0,180.0,-1.0,-3.0,1.0,-3.6746164899965906e-11,-1.1023849469989769e-10,8.0,80.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,50.76423134360277,,,,,103.16011422051332,42.24281818181817,7.576309090909091,8.488518181818181,64.56995454545455,2336.0986545454543,0
1960-02-12 00:00:00, 1959/ 1960,44.0,88.0,74.92260150404657,9.5,-2.6,-20.8,-28.0,-7.5,-60.0,-12.0,-4.2,-33.6,-12.0,0.0,0.0,0.0,135.0,-12.02081528026333,-1.0,17.0,43.27493500828544,-3.6746164899965906e-11,0.0,0.0,40.0,37.0,3.0,6.0,60.0,0.0,0.0,0.0,3.0,52.17919937989458,1899-12-30 10:00:00,Lockerschneelawine naß,250,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
1960-02-12 00:00:00, 1959/ 1960,44.0,88.0,74.92260150404657,9.5,-2.6,-20.8,-28.0,-7.5,-60.0,-12.0,-4.2,-33.6,-12.0,0.0,0.0,0.0,135.0,-12.02081528026333,-1.0,17.0,43.27493500828544,-3.6746164899965906e-11,0.0,0.0,40.0,37.0,3.0,6.0,60.0,0.0,0.0,0.0,3.0,52.17919937989458,1899-12-30 10:00:00,Lockerschneelawine naß,250,39.0,57.6558489858689,42.93221,9.835354999999998,1.7760500000000001,69.60602500000002,1719.594455,1
